title,text,author,source_domain
Tức nước vỡ bờ: Trung Quốc biểu tình tràn lan chống chính sách Zero Covid,"Nhưng sự kiện “VinFast xuất 999 chiếc xe VF8 sang thị trường Hoa Kỳ” được tổ chức rầm rộ cũng như lời khẳng định như “đinh đóng cột” của ông Thủ tướng công an Phạm Minh Chính “VinFast đại diện cho thế hệ doanh nghiệp làm ăn đúng pháp luật” …giống như một lời công khai bảo kê cho Vingroup đã có tác dụng ít nhiều với đám “oan gia trái chủ” đang sôi sùng sục đòi tiền, đòi nhà. Mã chứng khoán của Vin đang nằm sàn, ngay lập tức trở nên xanh lét. Quả là vi diệu. Nhưng, phép màu này có kéo dài được bao lâu thì quả thực khó đoán.",Tân Phong,viettan.org
Hãy nghĩ tới một nước Việt Nam tự do dân chủ,"Khi đó, bạn bật TV lên thấy những vấn đề của đất nước như giáo dục, y tế, Biển Đông, tham nhũng được thảo luận sôi nổi và không có vùng cấm. Các chính trị gia tranh luận thẳng thắn, gay gắt một mất một còn về các vấn đề đất nước và về các chính sách liên quan đến đời sống nhân dân. Ngân sách chi tiêu quốc gia được công khai minh bạch để bạn biết rõ những lãnh vực nào đang được vận hành và được tài trợ ra sao.",Vũ Việt ,viettan.org
Việt Tân lên án CSVN chậm trễ chăm sóc y tế khiến TNLT Phan Văn Thu chết trong trại giam,"Cái chết của tù nhân lương tâm Phan Văn Thu một lần nữa tố cáo những vi phạm nhân quyền nghiêm trọng của nhà nước CSVN đối với những người bất đồng chính kiến. Từ lâu, đảng Cộng Sản Việt Nam ngược đãi các tù nhân chính trị bằng nhiều hình thức khác nhau: Ăn uống kham khổ, chế độ giam giữ khắc nghiệt, mất vệ sinh, trong khi điều kiện chăm sóc y tế thì vô cùng tồi tệ. Đây là nguyên nhân khiến gần như tất cả TNLT tại Việt Nam đều mắc bệnh trong nhà tù, bị suy giảm về sức khoẻ, thậm chí có nhiều người đã phải chết trong tù.",Ban Biên Tập Việt Tân,viettan.org
Lối thoát cho nền kinh tế có đuôi,"Hiện nay, Việt Nam đang đứng trước rất nhiều nguy cơ và rủi ro hệ thống. Nhưng điều đang thấy rõ nhất và cũng là rủi ro lớn nhất là khủng hoảng tài chính, chen lấn tín dụng, sụt giảm ngoại hối nhanh chóng, mất kiểm soát tỷ giá hối đoái và vỡ nợ doanh nghiệp trên qui mô quốc gia. Thảm họa này đến nhanh hơn dự đoán bởi nó được kích hoạt bởi sự kiện Ngân hàng SCB.",Tân Phong,viettan.org
Thấy gì qua việc Bộ Tài Chính nói nhà đầu tư tự chịu trách nhiệm khi mua trái phiếu?,"Những ngày vừa qua, Bộ Tài Chính liên tục kêu gọi nhà đầu tư không nên nóng vội, không nên bán sớm trái phiếu vì như thế ảnh hưởng tới quyền lợi nhà đầu tư, nhưng cũng chính họ nói rằng nhà đầu tư sẽ tự chịu trách nhiệm toàn bộ về quyết định mua trái phiếu của mình.",Hồng Hà,viettan.org
Đại Hội ACAT Quốc Tế đồng hành với tù nhân lương tâm Việt Nam,"Sau phần trình bày về tình trạng nhân quyền tại Việt Nam của ông Trịnh Đỗ Tôn Vinh và sau buổi cầu nguyện trang trọng, các thành viên ACAT đã bày tỏ tình liên đới đồng hành cùng với các Tù Nhân Lương Tâm Việt Nam bằng những tấm hình chụp chung với chân dung của những Người Yêu Nước đang bị cầm tù.",Nam Hưng,viettan.org
Miếng da lừa cuối cùng đã hết!,"Thị trường chứng khoán Việt Nam đã mất hơn 80 tỷ Mỹ Kim vốn hóa và nỗ lực “bơm tiền” của Ngân Hàng Trung Ương không còn nhiều tác dụng. Chỉ trong vòng nửa đầu tháng Mười Một năm 2022, hàng trăm ngàn tỷ đã được “bơm ròng” cho khối ngân hàng thương mại để đảm bảo tính thanh khoản hệ thống trước làn sóng rút tiền ào ạt của người dân lan nhanh như một đám cháy rừng.",Tân Phong,viettan.org
Những nền tảng tinh thần cho công cuộc canh tân: Tinh thần trách nhiệm,"Tinh thần trách nhiệm cần phải hiểu là một yếu tố quan trọng cần có trong mọi ngành nghề, trong mọi vị trí trong một xã hội tiên tiến. Từ người quân nhân, anh thợ xây dựng, bác tài lái xe bus, chị y tá, cô giáo, bác nông dân, chị bán hàng rong, anh lính cứu hỏa, anh kỹ sư cầu đường, người công nhân, anh cảnh sát,… cho đến người giám đốc, thị trưởng, dân biểu, bộ trưởng, thủ tướng, tổng thống.",KS Nguyễn Ngọc Bảo - Facebook Ước Mơ Việt Tân,viettan.org
Hội chứng Bắc Kinh của chính quyền Hà Nội,"Để bày tỏ sự phục tùng và tôn kính Bắc Kinh, Nguyễn Phú Trọng đã tuyên bố từ chối mọi liên minh quân sự và không cho phép bất kỳ nước nào đặt căn cứ quân sự trên đất Việt Nam. Đúng là, đây là chính sách của CS Việt Nam từ lâu. Nhưng lần này, ông Trọng đã đi xa hơn bất kỳ nhà lãnh đạo cộng sản nào khác của Việt Nam trong việc ưu tiên quan hệ với Trung Quốc.",Hoàng Tứ Duy/ The Diplomat,viettan.org
Chuyến đi định mệnh?,"Việc Nguyễn Phú Trọng, năm nay đã 78 tuổi, vận động đi lại thậm chí còn khó khăn, vội vã sang Bắc Kinh để “chúc mừng” hoàng đế Tập Cận Bình đăng cơ, xem ra có nhiều ý nghĩa và nội dung quan trọng hơn là một chuyến đi mang tính biểu tượng. Chuyến đi này, cần đặt trong bối cảnh biến động địa chính trị toàn cầu và mục tiêu trọng tâm của Tập Cận Bình giai đoạn tiếp tới. Quan trọng hơn là vai trò của Việt Nam trong bàn cờ và tham vọng bá quyền của Trung Quốc là gì?",Tân Phong ,viettan.org
"Nội dung bài phát biểu của ông Hoàng Tứ Duy, Tổng Bí Thư Đảng Việt Tân trong chuyến vận động dân chủ, nhân quyền cho Việt Nam ở Quốc Hội Canada ","Tôi muốn chia sẻ với quý vị về tầm nhìn của Việt Tân đối với Việt Nam, tầm nhìn này có liên quan như thế nào đến lợi ích của Canada ở vùng Ấn Độ Dương – Thái Bình Dương và những gì chúng ta có thể làm để thúc đẩy lợi ích chung – mà tôi tin rằng đó là một Việt Nam tự do và dân chủ hơn.",Ban Biên Tập Việt Tân,viettan.org
"Đảng Việt Tân gặp chính giới Canada vận động dân chủ, nhân quyền cho Việt Nam","Ngày 27/10/2022, đại diện Đảng Việt Tân có cuộc gặp gỡ với các dân biểu Canada để vận động cho dân chủ và nhân quyền Việt Nam tại quốc hội ở thủ đô Ottawa, Canada. Dân Biểu Judy Sgro chủ trì phiên họp với sự tham dự của 8 dân biểu, 2 đại diện của văn phòng chính phủ, và khoảng 25 thành viên hoặc thân hữu. Ông Hoàng Tứ Duy, Tổng Bí Thư Đảng Việt Tân là diễn giả chính. Bài phát biểu của ông thu hút sự quan tâm đặt câu hỏi của các dân biểu.",Nhóm Truyền Thông đảng bộ Việt Tân Toronto-Ottawa tường trình ,viettan.org
Khủng hoảng đúng qui trình,"Vốn hóa của thị trường chứng khoán Việt Nam đã bốc hơi khoảng 2,2 triệu tỷ đồng tương đương khoảng hơn 90 tỷ Mỹ Kim kể từ đầu tháng Tư, 2022 đến 22/10/2022 và một lần nữa xác lập kỷ lục giảm giá mạnh nhất thế giới. Chỉ số VNindex vào tuần cuối cùng của tháng Mười đã rớt xa khỏi mốc 1000 điểm, xuống còn 986 điểm, mất thêm hơn 5 tỷ USD vốn hóa chỉ trong một phiên ngày 24/10. Đây không còn là một bước hụt chân nữa, đây là một cuộc sụp đổ.",Tân Phong,viettan.org
Chưa từng thấy tại Iran: Tuổi trẻ và phụ nữ lãnh đạo cuộc nổi dậy chống độc tài,"Suốt hơn một tháng qua, người ta thấy thành phần lãnh đạo phong trào nổi dậy là những phụ nữ Iran rất trẻ, tuổi trung bình khoảng 15, cùng với những bạn thanh niên trung học đã can đảm xuống đường biểu tình với khẩu hiệu “Phụ nữ, Đời sống, Tự do.” Trong thái độ tranh đấu cương quyết, dứt khoát và can đảm, họ đã đốt khăn trùm đầu, cắt tóc ngắn, xé hình của Giáo Chủ Ruhollah Khomeini cùng người kế nhiệm Ali Khamenei, và hô vang “Kẻ độc tài phải chết.”",TS Trần Diệu Chân,viettan.org
"Thấy gì từ điệp khúc “giá lên thì bán, giá xuống thì… hết”","Đây không phải là lần đầu tiên các cây xăng trong khu vực miền Nam dừng hoạt động với lý do là không còn xăng để bán. Trong khi giới chức Bộ Công Thương thì luôn miệng nói rằng vấn đề này chỉ là “cục bộ” và do sự “chậm trễ nhất thời.” Điệp khúc này cứ lặp lại mỗi khi giá xăng xuống thấp. Nó khiến nhiều người dân nghi ngờ chủ các cây xăng “găm hàng” đợi tăng giá thì mới bán, tạo thêm bức xúc cho người dân vốn đã chịu quá nhiều áp lực từ cuộc mưu sinh khó nhọc.",Tân Phong ,viettan.org
Đại gia: Những con cừu béo của chế độ Cộng Sản,Dư luận Việt Nam rung động trong suốt hơn một tuần qua trước liên tiếp tin tức về vụ bắt giam và khởi tố “bà trùm” Trương Mỹ Lan và hàng loạt những cái chết bí ẩn các CEO tập đoàn Vạn Thịnh Phát chỉ trước và sau khi bị bắt giam ít ngày. Tất cả diễn biến cùng với những câu chuyện lan truyền lâu nay về thế lực hắc ám Trung Nam Hải đỡ đầu cho tập đoàn Vạn Thịnh Phát này khiến người ta lạnh gáy liên tưởng đến “luật im lặng” trong giới mafia và các cuộc đồ sát tanh mùi máu.,Tân Phong,viettan.org
Vụ tặng 155 triệu Bảng Anh của bà Phương Thảo cho Đại Học Oxford có vấn đề,"Năm ngoái, bà Nguyễn Thị Phương Thảo, Chủ Tịch HĐQT Tập Đoàn Sovico, tuyên bố tặng trường Linacre College thuộc đại học danh tiếng Oxford một 155 triệu Bảng Anh (tương đương 172 triệu USD), với điều kiện ngược lại là trường này phải đổi tên thành Thảo College. Cách đây vài ngày, câu chuyện lại trở nên xôn xao vì khoản tiền đầu tiên, 50 triệu Bảng Anh, mà bà Phương Thảo hứa hẹn giao cho trường Linacre vào cuối tháng Sáu vừa qua đã không đến, và thỏa thuận đang bị nghi ngờ là gặp trục trặc.",Trần Diệu Chân tổng hợp,viettan.org
Cộng Sản Việt Nam được chọn vào Hội Đồng Nhân Quyền LHQ,Việc một quốc gia vi phạm nhân quyền như Việt Nam lại có thể giành chiến thắng trong cuộc bầu cử vào cơ quan này nói lên cấu trúc nhân quyền quốc tế hiện nay có vấn đề.,Sebastian Strangio/ Diplomat - Trần Diệu Chân tóm lược,viettan.org
Chủ Tịch Đảng Việt Tân – Lý Thái Hùng: Tân lãnh đạo & đường lối mới của Đảng Việt Tân,"Trung tuần tháng Chín vừa qua, Đảng Việt Tân đã tổ chức Đại Hội Đảng lần thứ 9. Tại đại hội này, một tân ban lãnh đạo đảng đã được bầu lên với đa số là những ủy viên Trung Ương Đảng sinh ra ở thập niên 70, 80 và 90. Đại hội cũng đã bầu ra hai nhân sự lãnh đạo cao cấp gồm ông Lý Thái Hùng, tân Chủ Tịch Đảng và ông Hoàng Tứ Duy, tân Tổng Bí Thư Đảng. Đại hội cũng đã quyết định rút ngắn nhiệm kỳ của tân ban lãnh đạo còn 3 năm thay vì là 5 năm.",Youtube Việt Tân ,viettan.org
"Trợ lý Tập Đoàn Vạn Thịnh Phát đột ngột qua đời sau 2 ngày bị khởi tố, tạm giam","Bà Nguyễn Phương Hồng, 39 tuổi, trợ lý Công ty Cổ Phần Tập Đoàn Vạn Thịnh Phát đã qua đời ngày 9 tháng Mười, 2022, sau hai ngày bị khởi tố, bắt tạm giam để điều tra về tội “lừa đảo chiếm đoạt tài sản.”Bà Hồng bị khởi tố, bắt tạm giam ngày 7 tháng Mười, cùng với Trương Mỹ Lan, Chủ Tịch Hội Đồng Quản Trị Công ty Cổ Phần Tập Đoàn Vạn Thịnh Phát và nhiều lãnh đạo khác của tập đoàn.",Diễm Quỳnh,viettan.org
GDP tăng trưởng kỷ lục nhưng nền kinh tế chỉ còn cái… vỏ,"Các viên chức cộng sản với tầm nhìn không vượt qua nổi cái bụng của họ, chỉ cần những bảng thành tích tăng trưởng GDP trong nhiệm kỳ của mình “đẹp.” Còn chất lượng tăng trưởng và hậu quả của việc tăng trưởng bằng mọi giá như thế nào thì là việc của… nhiệm kỳ sau. Những vị thủ tướng CSVN đều ưa thích sử dụng đòn bẩy tài chính lớn, tăng chi tiêu công, đầu tư vào hạ tầng… vốn dĩ đã là căn bệnh nghiện khó chữa.",Tân Phong,viettan.org
Khi Thăng Long …đứt long mạch?,"Tràn ngập trên mạng xã hội Việt Nam trong mấy ngày vừa qua là hình ảnh ông cháu ngoại của cựu Chủ Tịch Quốc Hội Nguyễn Sinh Hùng – Trần Sỹ Thanh, người mới được “bế” vào cái ghế “đô trưởng” thành phố Hà Nội, tiếp đón đại sứ Pháp Quốc với một kiểu cách hết sức hợm hĩnh khi vừa đút tay túi quần, vừa bắt tay ông đại sứ.",Tân Phong,viettan.org
Việt Nam không đủ tiêu chuẩn vào Hội Đồng Nhân Quyền LHQ,"Một tuần trước khi Đại Hội Đồng Liên Hiệp Quốc bỏ phiếu bầu các thành viên vào Hội Đồng Nhân Quyền, một liên minh các tổ chức nhân quyền phi chính phủ từ Châu Âu, Mỹ và Canada đã lên tiếng kêu gọi các quốc gia thành viên Liên Hiệp Quốc không bỏ phiếu cho Afghanistan, Algeria, Sudan, Venezuela và Việt Nam, vì chính phủ các quốc gia này “không đủ tiêu chuẩn” để làm thành viên của cơ quan nhân quyền cao nhất của LHQ. Đánh giá của liên minh các tổ chức nhân quyền được dựa trên hồ sơ nhân quyền cũng như hồ sơ biểu quyết của họ về các nghị quyết của Liên Hiệp Quốc liên quan đến nhân quyền.",Ban Biên Tập Việt Tân,viettan.org
CSVN không xứng đáng là thành viên của Hội Đồng Nhân Quyền LHQ,"Đảng Việt Tân cùng Tổ chức UN Watch và các NGO tổ chức họp báo trước Liên Hiệp Quốc hôm nay, 3 tháng Mười, 2022 để kêu gọi các thành viên của Đại Hội Đồng LHQ không bỏ phiếu bầu cho CSVN vào Hội Đồng Nhân Quyền Liên Hiệp Quốc nhiệm kỳ 2023-2025 sẽ được diễn ra vào ngày 11 tháng Mười tới đây.Trong cuộc họp báo, Tổng Bí Thư Đảng Việt Tân ông Hoàng Tứ Duy phát biểu, tình trạng nhân quyền tại Việt Nam trong thực tế đang ngày càng tồi tệ hơn không như những khoe khoang và hứa hẹn trong hồ sơ ứng cử, CSVN không xứng đáng là thành viên của Hội Đồng Nhân Quyền LHQ.",Việt Tân,viettan.org
Gỗ của Nga lách lệnh trừng phạt của Mỹ thông qua Việt Nam,"Cơ quan Điều Tra Môi Trường (EIA), một nhóm giám sát phi lợi nhuận có trụ sở tại Anh, phát hiện ra rằng hầu hết các sản phẩm gỗ bạch dương hiện đang được xuất khẩu từ Việt Nam sang Hoa Kỳ có nguồn gốc từ Nga. Theo số liệu của hải quan Việt Nam, khoảng 40.000 mét khối gỗ bạch dương được vận chuyển hàng tháng từ Nga và Trung Quốc vào Việt Nam, nơi chúng được lắp ráp thành đồ nội thất và ván ép. Và những chiếc ghế và khung giường này sẽ được bày bán trên kệ của các nhà bán lẻ lớn của Mỹ.",Ban Biên Tập Việt Tân,viettan.org
Nhiều nước Châu Á lên tiếng phản đối Nga sát nhập 4 vùng lãnh thổ của Ukraine,"Một ngày sau khi Nga chính thức tuyên bố sát nhập 4 tỉnh của Ukraine, nhiều quốc gia châu Á đã lên tiếng phản đối động thái trên.Thủ Tướng Hun Sen trong bài phát biểu nói rằng, Campuchia giữ vững lập trường “phản đối chủ nghĩa ly khai, cũng như sát nhập bất hợp pháp lãnh thổ của một quốc gia có chủ quyền.” Hun Sen nói thêm “Tôi từng tuyên bố rằng Campuchia sẽ không ủng hộ việc một quốc gia sử dụng vũ lực để chống lại quốc gia khác,”",Diễm Quỳnh,viettan.org
Tổng Trọng điều phe Nam ra ‘Bắc phạt’,"Tin đồn về việc ông Trọng sẽ nghỉ giữa nhiệm kỳ vì lý do sức khỏe bắt đầu từ lúc ông đột quị ở Kiên Giang… Thế nhưng, cho đến nay, sau 3 năm, ông Trọng vẫn ngồi đó. Mặc cho các phe phái sát phạt nhau một sống hai chết, ông vẫn yên vị, ung dung định đoạt chính trường bằng việc “đốt lò” và chơi cờ người.",Tân Phong,viettan.org
Việt Tân phản đối tình trạng công an gia tăng bạo lực với dân,Việt Tân phản đối tình trạng công an gia tăng bạo lực với dân,Ban Biên Tập Việt Tân,viettan.org
Gia đình thiếu niên bị công an tỉnh Sóc Trăng đánh nộp đơn tố cáo,"Ông Nguyễn Văn Đồng, ở thị xã Vĩnh Châu, tỉnh Sóc Trăng, cha của một trong 2 thiếu niên bị công an Sóc Trăng đánh cho biết gia đình đã gửi đơn tố cáo đến cơ quan chức năng.Ông Đồng còn cho biết hôm 28 tháng Chín có người gọi điện thoại năn nỉ gia đình bỏ qua, đừng làm đơn thưa kiện, sẽ có người đến xin lỗi. Ông nói: “Đánh con tui rồi giờ xin bỏ qua là sao. Tôi đề nghị cơ quan chức năng phải xử lý đến nơi đến chốn.”",Ban Biên Tập Việt Tân,viettan.org
Đức cảnh cáo Iran và Hezbollah chớ can thiệp vào xung đột đang nóng ở Trung Đông,"Thủ tướng Đức Scholz tuyên bố trước khi lên đường tới Israel để bày tỏ tình liên đới: “Cùng với các đồng minh của mình, chúng tôi với tư cách là chính phủ Cộng hòa Liên bang Đức đang tìm cách bảo đảm rằng cuộc xung đột này không leo thang thêm nữa;” và “Một lần nữa tôi cảnh cáo, Hezbollah và Iran không được can thiệp vào cuộc xung đột,” ông cảnh cáo.",Nguyễn Đức,viettan.org
Cái hộp Pandora ở Trung Đông đã mở,"Cuộc tấn công bất ngờ của lực lượng Hamas hôm 7/10 vừa qua được nhiều người ví như là sự kiện 11 tháng 9 của Do Thái và cho đây là một thất bại không thể biện minh của các cơ quan tình báo Do Thái như Mossad, Shin Bet, Aman và cả tình báo Mỹ CIA.",Tùng Phong ,viettan.org
À Ơi Cánh Cò,"Năm giờ sáng ngày 30/9/2023, mẹ tôi đã khép mắt. Cánh cò đã lặng lẽ bay về quê hương như ước mơ muôn đời của mẹ. Từ nay, con phố Bolsa không còn bóng mẹ áo nâu – nón lá nữa mẹ ơi! Con ngồi đây nhớ thương da diết cánh cò của mình…",Hương Giang,viettan.org
Báo cáo viên Đặc biệt LHQ bàng hoàng trước việc hành quyết một tội phạm ở Việt Nam,"Sau vụ cháy chung cư thảm khốc lấy đi 56 sinh mạng ở Hà Nội thì cái chết của Lê Văn Mạnh là sự kiện bi thương tiếp nối. Chúng ta chỉ có thể cầu nguyện cho những linh hồn khổ đau ấy được đến một thế giới khác tốt đẹp hơn. Rồi sao nữa? Để chờ đợi đến lượt chính chúng ta hoặc con em chúng ta trở thành những nạn nhân thê thảm của một xã hội mục nát và băng hoại, nơi mà Công lý đã bị tử hình từ lâu?",OHCHR,viettan.org
Trung Quốc và Hoa Kỳ chơi cờ vây trên bàn cờ Đông Nam Á,"Nếu nói đến bộ môn cờ vây truyền thống của văn hóa Trung Hoa, hẳn nhiên Hoa Kỳ là một “tay mơ.” Nhưng nếu coi thường đối thủ trong bộ môn này thì một kỳ thủ cũng có thể thua lấm bụng, đặc biệt đối thủ là một tay thông minh, quan sát tốt.",Tùng Phong,viettan.org
"Tập Cận Bình không tới G20, tín hiệu đáng ngại từ “rồng Trung Hoa”","Sự vắng mặt của Tập Cận Bình ở diễn đàn 20 nền kinh tế lớn nhất thế giới G20 tại Ấn Độ vào ngày 8-9 tháng Chín tới đây được nhiều báo chí quốc tế khai thác và bình luận. Nhận định chung coi đó là chính sách tự cô lập, rời bỏ các định chế và sân khấu quốc tế hay sự lu mờ hình ảnh của đại cường mới nổi…",Tùng Phong,viettan.org
Công lý đã bị tử hình?,"Sau vụ cháy chung cư thảm khốc lấy đi 56 sinh mạng ở Hà Nội thì cái chết của Lê Văn Mạnh là sự kiện bi thương tiếp nối. Chúng ta chỉ có thể cầu nguyện cho những linh hồn khổ đau ấy được đến một thế giới khác tốt đẹp hơn. Rồi sao nữa? Để chờ đợi đến lượt chính chúng ta hoặc con em chúng ta trở thành những nạn nhân thê thảm của một xã hội mục nát và băng hoại, nơi mà Công lý đã bị tử hình từ lâu?",Tùng Phong,viettan.org
"Cảnh giác về Trung Quốc, Mỹ xích lại gần hơn với cựu thù Việt Nam","Ông Hoàng Tứ Duy, Tổng bí thư Việt Tân, một tổ chức chính trị vì dân chủ ở Việt Nam, cho biết, Washington nên kiên quyết đòi hỏi phải có tiến bộ về nhân quyền và tự do dân sự, ngay cả khi thực hiện điều này một cách lặng lẽ. “Để có một khu vực Ấn Độ – Thái Bình Dương tự do và cởi mở,” ông nói, “chúng ta cần phải có các xã hội tự do và cởi mở.”",Ellen Nakashima & Rebecca Tan/ Washington Post,viettan.org
Phó Thủ tướng Lê Văn Thành từ trần: Lỗi hệ thống của thể chế chính trị bị phơi bày bằng những vụ thanh trừng phe phái!,"Có tin đồn từ năm ngoái đến năm nay mới “chính thức phát tang.” Vật vã trụ được gần năm, giờ mới nhắm mắt hẳn. Mặc dù trước đó đã có tin đồn ông phó thủ tướng chết lâu rồi mà đến giờ chính quyền mới cho đưa tin. Việc ông ta vắng mặt cũng không thấy giải thích nguyên nhân, theo thói quen che đậy sự thật.",Hạnh Nhân,viettan.org
Vingroup và canh bạc tất tay ở dự án Hạ Long Xanh,"Ngay tại thời điểm hiện tại, hàng trăm ngàn căn hộ shophouse, condotel, biệt thự biển ở khắp mọi miền đang tình trạng bỏ hoang, không có người ở, không có người thuê, gần như không có giao dịch. Vậy ngài tỷ phú Phạm Nhật Vượng xây dựng cả một đại đô thị Hạ Long Xanh – nơi chỉ dành cho giới nhà giàu, với quĩ đất tương đương với quận Đồ Sơn- Hải Phòng, thì sẽ để bán cho ai?",Tùng Phong ,viettan.org
Việt Nam đàn áp bất đồng chính kiến,"Hầu hết người Úc biết đến Việt Nam nhờ những món ăn ngon, những bãi biển đẹp như tranh vẽ và lịch sử thời chiến kinh hoàng. Nhưng nhiều người có thể không biết rằng quốc gia Đông Nam Á này cũng có một sự khác biệt khét tiếng là có hơn 150 tù nhân chính trị, bị giam giữ vì các hành vi tự do ngôn luận ôn hòa. Người ta hiếm khi nghe nói về những tù nhân chính trị này bởi vì chính phủ Việt Nam đang cố gắng hết sức để thể hiện mình là một đối tác an ninh và thương mại đáng tin cậy đối với phương Tây.",Elaine Pearson/ The Diplomat,viettan.org
Đạo quân tí hon của bạo chúa,"Tổng thống Nga Vladimir Putin mới đây đã ra lệnh cho tất cả trẻ tiền mẫu giáo Nga phải được dạy những bài học quân sự để bảo đảm sẽ có những thế hệ quân nhân tương lai, theo tin của RadarOnline.com.",nan,viettan.org
Những lý do cuộc nổi loạn tại Pháp và hướng giải quyết trong một chế độ pháp trị,"Vào ngày thứ ba 27/6/2023, Nahel M. một thiếu niên 17 tuổi trong vùng ngoại ô Nanterre, phía Tây Bắc Paris, đã bị cảnh sát bắn chết, khi muốn lái xe vượt chạy khỏi sự kiểm soát của cảnh sát. Cuộc điều tra đang diễn ra và cho thấy, việc cảnh sát xử dụng súng không cần thiết trong biến cố này. Ngay sau đó, trong bốn ngày liên tiếp vừa qua, các cuộc bạo loạn đã xảy ra trên hầu hết các thành phố lớn tại Pháp như Paris, Lyon, Marseille, Nantes, Bordeaux, Toulouse, Lille, Strasbourg,…",KS Nguyễn Ngọc Bảo,viettan.org
Tướng hàng đầu của Nga bị bắt vì liên quan đến cuộc nổi dậy Wagner,"Hai tướng hàng đầu của Nga đã biệt tăm kể từ cuộc nổi dậy của lực lượng đánh thuê Wagner do thủ lĩnh Yevgeny Prigozhin cầm đầu ngày 24/6 vừa qua. Một người thì có tin đồn đã bị bắt, người kia mất dạng.",Tổng hợp,viettan.org
"Putin biệt tăm trong khi mọi người tự hỏi, làm thế nào mà quân nổi dậy Wagner tiến được gần Moscow như vậy","Vladimir Putin đã biến mất khỏi tầm nhìn của công chúng kể từ khi yêu cầu dân chúng Nga không ủng hộ một cuộc đảo chính trong khi bộ máy tuyên truyền của ông ta đặt câu hỏi, làm thế nào mà quân nổi dậy có thể tiến về gần Moscow như vậy?",James Kilner/ The Telegraph,viettan.org
Nguồn gốc tội ác và bạo loạn ở Tây Nguyên,"Cuộc bố ráp đang biến thành một cuộc trả thù sắc tộc không kiểm soát có thể tạo ra xung đột sâu sắc thêm, hậu quả sẽ vô cùng nghiêm trọng. Điều đó cần phải chấm dứt ngay. Cuộc khủng hoảng này cần nhanh chóng khép lại bằng tiến trình luật pháp. Điều quan trọng hơn là Hà Nội nhìn nhận ra ngọn nguồn của mâu thuẫn dẫn đến tội ác và bạo loạn như đã xảy ra trong nhiều thập kỷ qua và vẫn nhức nhối tới hôm nay dù nhà cầm quyền đã tiêu tốn một nguồn lực khổng lồ. Vấn đề cần được giải quyết ở gốc rễ chứ không phải bằng bạo lực và đàn áp sắt máu.",Tùng Phong,viettan.org
"Máy bay C919 của Trung Quốc cất cánh, nhưng có bay được hay không còn tùy thuộc vào lệnh cấm của Hoa Kỳ","Nhật báo Bắc Kinh do nhà nước Trung Quốc (TQ) điều hành đã hớn hở tuyên bố: “Sau nhiều thế hệ nỗ lực, cuối cùng chúng ta đã phá vỡ thế độc quyền hàng không của Tây Phương và thoát khỏi nỗi nhục phải ngồi may (chai đít) ‘800 triệu chiếc áo sơ mi cho một chiếc Boeing’.” Tuy vậy, các nhà phê bình đã nhanh chóng lưu ý rằng động cơ, hệ thống điện tử hàng không và các thành phần quan trọng khác của C919 đều được mua từ các nhà cung cấp của Hoa Kỳ và Châu Âu. Tạp chí The Wall Street Journal đã đưa tin rằng, C919 “phải leo lên một con đường dốc mới dẫn đến sự thành công.”",Scott Foster/ Asia Times,viettan.org
Geneva Summit kỳ thứ 15: Phản bác các tuyên truyền của các chế độ độc tài ,Mục đích của Hội Nghị Thượng Đỉnh Geneva về Nhân Quyền và Dân Chủ là để nêu lên tình trạng nhân quyền và đặc biệt là để hướng cộng đồng thế giới quan tâm vào một số trường hợp cấp bách cần phải có sự can thiệp nhanh chóng để giảm đi những khổ nạn có thể xảy đến với các nạn nhân. Hội nghị Geneva Summit là môi trường thuận lợi cho các nhà hoạt động nhân quyền cũng như các nạn nhân có một diễn đàn rộng lớn để nói lên các vi phạm nhân quyền mà chính quyền nước họ đang cố tình che dấu dư luận thế giới.,Hải Đăng tường trình từ Geneva ,viettan.org
Những bất hợp lý qua vụ tăng giá điện tại Việt Nam,"Trong phiên họp Quốc hội ngày 25/5/2023 vừa qua, việc tăng giá điện lên 3%, việc lỗ khủng của Tập đoàn Điện lực Việt Nam (EVN), đặc biệt là việc “Việt Nam là cường quốc điện gió, điện mặt trời, thiên nhiên ưu đãi như thế nhưng vì sao phải nhập khẩu điện từ Lào và Trung Quốc, và lại xác định sẽ nhập điện lâu dài?” đã làm lộ ra nhiều vấn đề uẩn khúc và hầu như “hết thuốc chữa.”",GS Phạm Minh Hoàng ,viettan.org
Quốc Hội California Công Nhận Ngày 11 Tháng 5 là Ngày Nhân Quyền Cho Việt Nam,"Quốc Hội Tiểu Bang California đã thông qua Nghị Quyết ACR 45, công nhận ngày 11 tháng 5 hàng năm là ngày tranh đấu cho nhân quyền tại Việt Nam.",nan,viettan.org
Tuổi trẻ Thái Lan đang thay đổi cục diện chính trị,"Trong một căn nhà nhỏ hẹp chật chội ở một vùng ngoại ô Bangkok, một nhóm tình nguyện viên đang sốt sắng soạn các tờ rơi để vận động cho cuộc tổng tuyển cử tại Thái Lan. Căn nhà nhỏ hẹp đó chính là trụ sở của đảng Move Forward (đảng Tiến Lên), dùng để vận động cho các thành viên của họ ứng cử vào ghế Quốc Hội.",FB Ước Mơ Việt Tân,viettan.org
